sq_mt_built,sq_mt_built_imputed_flag,n_rooms,n_bathrooms,n_bathrooms_imputed_flag,n_floors,n_floors_imputed_flag,street_name,floor,floor_imputed_flag,is_floor_under,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,is_new_development_imputed_flag,built_year,built_year_imputed_flag,has_ac,has_fitted_wardrobes,has_lift,has_lift_imputed_flag,is_exterior,is_exterior_imputed_flag,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,house_type_cat,house_type_name,neighborhood_code,neighborhood_name,neighborhood_price_sqm,district_code,district_name,heating_type
64.0,0,2,1.0,0,0.0,1,Calle de Godella,3,0,False,85000,1328,False,False,0,1960.0,0,True,False,False,0,True,0,,,,,,,,D,False,,,False,True,False,False,1,Pisos,135,San Cristóbal,1308.89,21,Villaverde,unknown
70.0,0,3,1.0,0,0.0,1,Calle de la del Manojo de Rosas,4,0,False,129900,1856,True,False,0,1965.0,1,False,True,True,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
94.0,0,2,2.0,0,0.0,1,Calle del Talco,1,0,False,144247,1535,False,False,0,1965.0,1,False,True,True,0,True,0,,,,,True,,,no indicado,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
64.0,0,2,1.0,0,0.0,1,Calle Pedro Jiménez,Bajo,0,True,109900,1717,False,False,0,1955.0,0,False,False,True,0,True,0,,,,,True,True,,en trámite,False,,,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
108.0,0,2,2.0,0,0.0,1,Carretera de Villaverde a Vallecas,4,0,False,260000,2407,False,False,0,2003.0,0,True,True,True,0,True,0,,True,,,True,,True,en trámite,True,True,0.0,True,True,True,True,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
126.0,0,4,2.0,0,0.0,1,geologia,3,0,False,195000,1548,False,False,0,1981.0,0,False,False,False,0,True,0,,,True,True,,True,,en trámite,True,True,0.0,False,False,False,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
120.0,0,5,2.0,0,0.0,1,Avenida Real de Pinto,1,0,False,190000,1583,False,False,0,1965.0,1,True,True,False,0,True,0,,True,True,True,True,,True,F,True,True,0.0,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
125.0,0,3,2.0,0,0.0,1,San Andrés,2,0,False,198500,1588,False,False,0,1965.0,1,True,True,False,0,True,0,,,True,,,,,no indicado,False,,,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
84.0,0,3,2.0,0,0.0,1,Butarque,0,1,False,212000,2524,False,False,0,2003.0,1,True,True,True,0,True,0,,True,,,True,True,True,F,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
85.0,0,2,1.0,0,0.0,1,Calle de Martinez Oviol,7,0,False,131400,1546,True,False,0,1950.0,0,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,False,True,False,False,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
69.0,0,2,2.0,0,0.0,1,De la Plata - Villaverde,2,0,False,118000,1710,True,False,0,1963.0,0,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
122.0,0,3,2.0,0,0.0,1,Butarque,6,0,False,246900,2024,False,False,0,2003.0,1,True,True,True,0,Unknown,1,,True,,,True,,True,E,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
123.0,0,3,2.0,0,0.0,1,Calle de la Unanimidad,4,0,False,195000,1585,False,False,0,1992.0,0,True,True,True,0,True,0,,,,,,,,D,False,,,False,False,False,True,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
109.0,0,3,2.0,0,0.0,1,Calle de Anoeta,3,0,False,205000,1881,False,False,0,1983.0,0,False,True,True,0,True,0,,,True,,True,,,E,False,,,False,False,True,False,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
64.0,0,3,1.0,0,0.0,1,Calle GODELLA,3,0,False,72000,1125,False,False,0,1960.0,0,False,False,False,0,True,0,,,True,,,,,F,False,,,,,,,1,Pisos,135,San Cristóbal,1308.89,21,Villaverde,individual
115.0,0,3,1.0,0,0.0,1,Calle San Macario,3,0,False,160000,1391,False,False,0,1967.0,1,True,False,Unknown,1,True,0,,,True,,True,,,en trámite,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
115.0,0,3,1.0,0,0.0,1,Los Rosales,1,0,False,184900,1608,False,False,0,1967.0,1,True,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
65.0,0,3,1.0,0,0.0,1,Los Ángeles,4,0,False,90000,1385,False,False,0,1965.0,1,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
75.0,0,3,1.0,0,0.0,1,San Andrés,3,0,False,129900,1732,True,False,0,1965.0,1,False,False,True,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
60.0,0,2,1.0,0,0.0,1,San Cristóbal,Bajo,0,True,94900,1582,False,False,0,1960.0,1,True,True,False,0,True,0,,,,,,,,en trámite,False,,,,,,,1,Pisos,135,San Cristóbal,1308.89,21,Villaverde,unknown
60.0,0,2,1.0,0,0.0,1,San Andrés,2,0,False,89900,1498,False,False,0,1965.0,1,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
95.0,0,4,2.0,0,0.0,1,Los Ángeles,4,0,False,144900,1525,False,False,0,1965.0,1,True,False,False,0,True,0,,,,,,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
76.0,0,3,1.0,0,0.0,1,San Andrés,2,0,False,110000,1447,True,False,0,1965.0,1,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
51.0,0,2,1.0,0,0.0,1,Camino Leganés,Semi-sótano,0,True,93000,1824,False,False,0,1965.0,1,False,False,Unknown,1,Unknown,1,,,,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
134.0,0,3,2.0,0,0.0,1,Calle de las Islas,2,0,False,130000,970,False,False,0,1965.0,1,False,False,True,0,Unknown,1,,,,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
62.0,0,2,1.0,0,0.0,1,Calle de Parvillas Bajas,2,0,False,104000,1677,False,False,1,1965.0,1,False,False,Unknown,1,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
75.0,0,3,1.0,0,0.0,1,COBALTO,3,0,False,138000,1840,False,False,0,1984.0,0,True,True,False,0,True,0,,,True,,,,,inmueble exento,True,True,0.0,False,False,False,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
112.0,0,4,2.0,0,0.0,1,Butarque,2,0,False,280000,2500,False,False,0,2003.0,1,False,True,True,0,True,0,,True,,,True,True,True,B,True,True,0.0,False,True,True,True,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
65.0,0,3,1.0,0,0.0,1,Calle Villajoyosa,1,0,False,150000,2308,True,False,0,1976.0,0,False,True,True,0,True,0,,True,,,,,,en trámite,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
70.0,0,2,1.0,0,0.0,1,Paseo de Alberto Palacios,3,0,False,145900,2084,False,False,0,1968.0,0,True,True,False,0,True,0,,,True,True,,,,E,False,,,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
75.0,0,1,1.0,0,0.0,1,Calle Laguna del Marquesado,1,0,False,92500,1233,False,False,1,2008.0,0,True,True,True,0,True,0,,,,True,,True,,en trámite,False,,,True,True,True,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
123.0,0,3,2.0,0,0.0,1,Carretera de Villaverde a Vallecas,7,0,False,298000,2423,False,False,0,2002.0,0,True,True,True,0,True,0,,True,,,True,,,en trámite,True,True,0.0,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
61.0,0,3,1.0,0,0.0,1,Camino Leganés,2,0,False,99900,1638,False,False,1,1965.0,1,True,False,Unknown,1,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
72.0,0,2,1.0,0,0.0,1,San Andrés,3,0,False,138000,1917,False,False,0,1965.0,1,True,True,False,0,True,0,,,,True,,,,en trámite,True,True,0.0,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
61.0,0,3,1.0,0,0.0,1,Concepción de la Oliva,5,0,False,100000,1639,False,False,0,1966.0,0,False,False,False,0,True,0,,,,True,,,,en trámite,False,,,True,False,True,False,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
71.0,0,3,1.0,0,0.0,1,San Neviano - Villaverde,1,0,False,131400,1851,True,False,0,1980.0,0,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
87.0,0,3,1.0,0,0.0,1,Los Rosales,2,0,False,96000,1103,True,False,0,1967.0,1,True,False,False,0,True,0,,,True,,,,,E,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
60.0,0,2,1.0,0,0.0,1,Paseo de Alberto Palacios,0,1,False,154000,2567,False,False,0,1965.0,1,True,True,False,0,True,0,,,True,,,,,A,False,,,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
78.0,0,4,1.0,0,0.0,1,Calle la Dolorosa,2,0,False,146700,1881,False,False,1,1965.0,1,False,True,True,0,True,0,,,,,,True,,G,False,,,False,False,True,False,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
52.0,0,1,1.0,0,0.0,1,Calle Encarnación Oviol,1,0,False,92500,1779,False,False,1,1967.0,1,True,False,False,0,Unknown,1,,,,,,,,G,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
125.0,0,3,3.0,0,0.0,1,Calle ESTEFANITA,7,0,False,275000,2200,False,False,0,2004.0,0,True,False,True,0,True,0,,True,True,,True,,,D,False,,,,,,,4,Dúplex,131,Butarque,2197.8,21,Villaverde,unknown
75.0,0,0,1.0,0,0.0,1,Calle Laguna del Marquesado,1,0,False,83800,1117,False,False,0,2008.0,0,True,True,True,0,True,0,,,True,True,,True,,en trámite,False,,,True,True,True,True,0,Estudio,134,San Andrés,1617.18,21,Villaverde,individual
97.0,0,2,2.0,0,0.0,1,Calle Arroyo de la Bulera,Bajo,0,True,266122,2744,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
93.0,0,2,2.0,0,0.0,1,Calle Arroyo de la Bulera,7,0,False,228273,2455,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
103.0,0,4,2.0,0,0.0,1,Calle de la del Manojo de Rosas,1,0,False,171900,1669,False,False,0,1965.0,1,False,False,True,0,True,0,,,,,True,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
83.0,0,2,2.0,0,0.0,1,Villaverde a perales,7,0,False,228273,2750,False,False,0,2020.0,0,True,True,True,0,True,0,,True,True,,True,True,True,en trámite,True,True,0.0,,,,,5,Áticos,131,Butarque,2197.8,21,Villaverde,individual
45.0,0,2,1.0,0,0.0,1,Calle de Juan José Martínez Seco,1,0,False,85000,1889,True,False,0,1968.0,0,False,False,False,0,True,0,,,,True,,,,E,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
120.0,0,3,2.0,0,0.0,1,Carretera de Villaverde a Vallecas,7,0,False,298000,2483,False,False,0,1967.0,1,True,True,True,0,Unknown,1,,True,,,True,,,en trámite,True,True,0.0,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
74.0,0,3,1.0,0,0.0,1,Calle la del Soto del Parral,1,0,False,139000,1878,False,False,0,1965.0,1,False,True,False,0,True,0,,,,,True,,,no indicado,False,,,False,False,True,False,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,individual
125.0,0,3,2.0,0,0.0,1,Calle Estefanita,7,0,False,272500,2180,False,False,0,2004.0,0,False,True,True,0,True,0,,True,True,,True,,True,F,False,,,,,,,4,Dúplex,131,Butarque,2197.8,21,Villaverde,individual
126.0,0,4,2.0,0,0.0,1,Calle Berrocal,Bajo,0,True,275000,2183,False,False,0,2003.0,1,True,True,True,0,True,0,,True,True,,True,True,True,en trámite,True,True,0.0,False,False,True,True,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
158.0,0,3,2.0,0,0.0,1,Calle Euskalduna,4,0,False,289000,1829,False,False,0,2003.0,0,True,True,True,0,True,0,,True,True,,True,,True,en trámite,True,True,0.0,,,,,5,Áticos,131,Butarque,2197.8,21,Villaverde,individual
65.0,0,2,1.0,0,0.0,1,Los Rosales,0,1,False,115000,1769,False,False,0,1967.0,1,False,False,False,0,True,0,,,,,,,,G,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
108.0,0,3,2.0,0,0.0,1,Calle Alcocer,4,0,False,179000,1657,False,False,0,1978.0,0,False,True,True,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,unknown
62.0,0,2,1.0,0,0.0,1,San Andrés,Bajo,0,True,123000,1984,False,False,0,1984.0,0,True,False,True,0,True,0,,,,,,,,E,False,,,True,False,False,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
51.0,0,2,1.0,0,0.0,1,Calle Topacio,3,0,False,89500,1755,True,False,0,1967.0,0,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,False,False,False,True,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
112.0,0,3,2.0,0,0.0,1,Calle Calcio,3,0,False,289000,2580,False,False,0,2013.0,0,True,True,True,0,True,0,,True,,,True,True,True,E,True,True,0.0,False,False,True,False,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
109.0,0,3,2.0,0,0.0,1,Calle Camas,2,0,False,216278,1984,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
107.0,0,3,2.0,0,0.0,1,Calle Camas,1,0,False,207503,1939,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
76.0,0,2,2.0,0,0.0,1,Calle Camas,3,0,False,162793,2142,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
105.0,0,3,2.0,0,0.0,1,Calle Camas,1,0,False,204999,1952,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
109.0,0,3,2.0,0,0.0,1,Calle Camas,4,0,False,220879,2026,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
108.0,0,3,2.0,0,0.0,1,Calle Camas,4,0,False,218258,2021,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
109.0,0,3,2.0,0,0.0,1,Calle Camas,Bajo,0,True,231855,2127,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
76.0,0,2,2.0,0,0.0,1,Calle Camas,4,0,False,163397,2150,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
76.0,0,2,2.0,0,0.0,1,Calle Camas,2,0,False,160759,2115,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
108.0,0,3,2.0,0,0.0,1,Calle Camas,3,0,False,217169,2011,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
76.0,0,2,2.0,0,0.0,1,Calle Camas,5,0,False,165208,2174,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
109.0,0,3,2.0,0,0.0,1,Calle Camas,3,0,False,219775,2016,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
108.0,0,3,2.0,0,0.0,1,Calle Camas,Bajo,0,True,230817,2137,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
108.0,0,3,2.0,0,0.0,1,Calle Camas,2,0,False,213722,1979,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
111.0,0,2,2.0,0,0.0,1,Calle Ganados del Salobral,6,0,False,230749,2079,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,5,Áticos,131,Butarque,2197.8,21,Villaverde,unknown
115.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,2,0,False,233789,2033,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
115.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,1,0,False,230789,2007,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
117.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,1,0,False,244171,2087,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
117.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,1,0,False,243468,2081,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
117.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,1,0,False,244798,2092,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
118.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,1,0,False,219235,1858,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
115.0,0,3,2.0,0,0.0,1,Calle Ganados del Salobral,5,0,False,242789,2111,False,True,0,2003.0,1,False,False,True,0,True,0,,True,,,True,,,no indicado,True,True,0.0,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
97.0,0,4,1.0,0,0.0,1,calle Parvillas Altas,3,0,False,130000,1340,False,False,1,1970.0,0,False,False,False,0,Unknown,1,,,,,,,,E,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
106.0,0,3,2.0,0,0.0,1,Calle Arroyo de la Bulera,3,0,False,251569,2373,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
103.0,0,3,2.0,0,0.0,1,Calle Arroyo de la Bulera,3,0,False,235402,2285,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
103.0,0,3,2.0,0,0.0,1,Calle Arroyo de la Bulera,1,0,False,235172,2283,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
103.0,0,3,2.0,0,0.0,1,Calle Arroyo de la Bulera,5,0,False,236227,2293,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
114.0,0,3,2.0,0,0.0,1,Calle Arroyo de la Bulera,2,0,False,254710,2234,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,,,True,no indicado,False,,,,,,,1,Pisos,131,Butarque,2197.8,21,Villaverde,unknown
150.0,0,2,1.0,0,2.0,0,Calle Emilia Ballester,0,1,False,159000,1060,True,False,0,1993.0,0,False,False,Unknown,1,Unknown,1,,,True,,True,,,F,True,True,0.0,,,,,2,Casa o chalet,134,San Andrés,1617.18,21,Villaverde,individual
140.0,0,3,3.0,0,0.0,1,Calle Estefanita,7,0,False,272500,1946,False,False,0,2004.0,0,True,True,True,0,True,0,,True,True,,True,,True,D,False,,,False,False,True,False,4,Dúplex,131,Butarque,2197.8,21,Villaverde,individual
58.0,0,3,1.0,0,0.0,1,Calle del Estroncio,2,0,False,85000,1466,False,False,0,1951.0,0,True,False,False,0,True,0,,,,,,,,E,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
65.0,0,3,1.0,0,0.0,1,Calle Moncada,1,0,False,94000,1446,False,False,0,1960.0,1,True,True,False,0,True,0,,,True,,,,,en trámite,False,,,False,False,False,True,1,Pisos,135,San Cristóbal,1308.89,21,Villaverde,individual
110.0,0,4,2.0,0,0.0,1,Calle de Martinez Oviol,1,0,False,175000,1591,False,False,0,1978.0,0,False,True,False,0,True,0,,,True,True,,,,E,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
173.0,0,4,2.0,0,0.0,1,Butarque,2,0,False,268000,1549,False,False,0,2003.0,0,True,True,True,0,True,0,,True,,,True,True,,en trámite,True,True,0.0,True,False,True,False,1,Pisos,131,Butarque,2197.8,21,Villaverde,individual
75.0,0,2,1.0,0,0.0,1,San Andrés,3,0,False,156000,2080,False,False,0,1965.0,1,True,True,True,0,True,0,,,True,,True,,,en trámite,False,,,,,,,5,Áticos,134,San Andrés,1617.18,21,Villaverde,individual
90.0,0,1,1.0,0,0.0,1,Calle Ganados del Salobral,7,0,False,183159,2035,False,True,0,2003.0,1,False,False,True,0,True,0,,True,True,,True,,,no indicado,True,True,0.0,,,,,5,Áticos,131,Butarque,2197.8,21,Villaverde,unknown
125.0,0,3,2.0,0,0.0,1,Calle de la Generosidad,1,0,False,210000,1680,False,False,0,1996.0,0,True,True,True,0,True,0,,,,,True,True,,B,True,True,0.0,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
58.0,0,2,1.0,0,0.0,1,Calle de Tordegrillos,Bajo,0,True,85000,1466,False,False,0,1968.0,0,False,False,False,0,True,0,,,,,,,,en trámite,False,,,,,,,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
92.0,0,3,1.0,0,0.0,1,Avenida de la Verbena de la Paloma,6,0,False,159900,1738,False,False,0,1962.0,0,True,False,True,0,True,0,,,True,,,,,en trámite,False,,,,,,,1,Pisos,132,Los Ángeles,1796.68,21,Villaverde,individual
70.0,0,2,1.0,0,0.0,1,Paseo Alberto Palacios,3,0,False,117000,1671,False,False,0,1975.0,0,True,True,False,0,True,0,,,,,,,,en trámite,False,,,True,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
54.0,0,2,1.0,0,0.0,1,Calle Doctor Pérez Domínguez,2,0,False,110000,2037,False,False,0,1960.0,0,False,False,False,0,True,0,,,,True,,,,E,False,,,False,False,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
52.0,0,2,1.0,0,0.0,1,Los Rosales,1,0,False,100000,1923,False,False,0,1967.0,1,False,False,False,0,True,0,,,,,,,,E,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
108.0,0,3,1.0,0,0.0,1,Calle de los Cacereños,2,0,False,140000,1296,False,False,0,1995.0,0,True,True,False,0,True,0,,,True,,,,,en trámite,False,,,False,True,False,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
65.0,0,2,1.0,0,0.0,1,Calle de Campos Ibáñez,3,0,False,106500,1638,False,False,0,1963.0,0,True,True,False,0,True,0,,,True,,,,,no indicado,False,,,False,False,True,False,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
102.0,0,3,2.0,0,0.0,1,Calle DIAMANTE,3,0,False,127500,1250,False,False,0,1964.0,0,False,False,False,0,True,0,,,True,,,,,en trámite,False,,,False,True,False,False,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
80.0,0,2,1.0,0,0.0,1,Calle Transversal Sexta,3,0,False,148000,1850,False,False,0,1999.0,0,True,True,True,0,True,0,,,True,,True,True,True,en trámite,True,True,0.0,False,False,False,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
108.0,0,2,1.0,0,0.0,1,Calle Canchal,4,0,False,205000,1898,False,False,0,2002.0,0,True,False,True,0,True,0,,True,True,,True,,,E,True,True,0.0,False,False,False,True,4,Dúplex,131,Butarque,2197.8,21,Villaverde,individual
80.0,0,3,2.0,0,0.0,1,Calle Diamante,4,0,False,220000,2750,False,False,0,2000.0,0,True,True,True,0,True,0,,True,,,,True,True,E,True,True,0.0,False,False,True,True,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
16.0,0,3,1.0,0,0.0,1,Calle Platino,1,0,False,114000,7125,False,False,0,1970.0,0,False,False,False,0,True,0,,,,,,,,E,False,,,False,False,True,True,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
54.0,0,2,1.0,0,0.0,1,Calle Gómez Acebo,3,0,False,89900,1665,False,False,0,1964.0,0,False,True,False,0,True,0,,,True,,,,,G,False,,,False,False,True,True,1,Pisos,134,San Andrés,1617.18,21,Villaverde,unknown
70.0,0,2,2.0,0,0.0,1,Calle Pilar Lorengar,4,0,False,210000,3000,False,False,0,2003.0,0,True,True,True,0,True,0,,True,,,True,True,True,E,True,True,0.0,False,True,True,False,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,individual
99.0,0,2,2.0,0,0.0,1,Calle Salsipuedes,Entreplanta exterior,0,True,145000,1465,False,False,0,2007.0,0,False,True,True,0,True,0,,,,,,,,E,False,,,False,True,True,False,1,Pisos,134,San Andrés,1617.18,21,Villaverde,individual
123.0,0,4,2.0,0,0.0,1,Avenida de la Felicidad,3,0,False,275000,2236,False,False,1,1967.0,1,True,False,True,0,True,0,,,True,,,,True,no indicado,False,,,,,,,1,Pisos,133,Los Rosales,1827.79,21,Villaverde,unknown
